lastname,purchase_date,stars,price,favorite_flower
CARROLL,2017-02-11,5,8.968955605473209,tulip
BURKE,2017-08-16,1,39.78046538927822,daffodil
DIAZ,2017-03-27,2,10.112087994799792,gardenia
FERGUSON,2017-02-21,4,20.2454306902428,daffodil
DANIELS,2017-04-28,1,19.433847061784466,rose
CHAPMAN,2017-01-26,4,21.94854510220763,gerbera
CALDWELL,2017-05-17,3,11.530575746506964,carnation
ROBINSON,2017-08-31,1,19.740721609088027,lilac
MORGAN,2017-08-20,3,10.609334750394755,tulip
ROBINSON,2017-05-26,5,40.57543892255048,lilac
WEBB,2017-07-13,2,8.004355730089456,iris
BURKE,2017-08-16,4,18.560260365877355,daffodil
HAMILTON,2017-07-14,3,40.6179703571667,lilac
HARPER,2017-04-10,2,21.806858719919685,tulip
WELCH,2017-01-11,3,20.832149115209614,daisy
WAGNER,2017-01-16,3,20.369090538431443,iris
BURKE,2017-04-22,5,18.81915130532943,daffodil
ROBINSON,2017-08-01,5,40.982285794069355,lilac
ALLEN,2017-07-17,2,19.829455239483146,rose
RYAN,2017-09-01,3,20.55366219871855,carnation
CARPENTER,2017-04-11,2,9.822113765492555,sunflower
CLARK,2017-05-04,4,10.958270141342146,gardenia
ROBINSON,2017-01-04,5,19.320615288241104,lilac
ROBINSON,2017-07-30,1,12.129372227529846,lilac
LEWIS,2017-06-09,4,38.43293342156386,gerbera
GREEN,2017-01-13,3,10.201632012802087,daffodil
MCKINNEY,2017-01-28,3,20.242743614707088,gardenia
ROBINSON,2017-01-27,5,8.222220629574593,lilac
RICHARDS,2017-07-14,3,9.55387215013512,lilac
HARPER,2017-08-21,5,21.037598973359675,tulip
RAMOS,2017-05-26,3,17.6554341093315,orchid
ROBINSON,2017-04-12,5,9.302764983103009,lilac
NEAL,2017-05-30,5,20.951594519324033,iris
MEDINA,2017-01-31,5,21.11362145441848,daffodil
WILLIS,2017-06-25,1,22.343949267748798,tulip
ROBINSON,2017-03-15,5,11.349250233547508,lilac
MURRAY,2017-02-18,5,21.743100584706976,daffodil
WATTS,2017-08-31,5,21.37626984738797,gardenia
WATTS,2017-08-24,2,39.62882165037336,gardenia
HART,2017-04-08,4,20.937876879939264,gardenia
HICKS,2017-04-13,4,18.19812547625326,daisy
CHAPMAN,2017-07-02,5,9.723798996287336,gerbera
STONE,2017-03-12,4,39.122986373405546,iris
ROBINSON,2017-03-09,4,11.609311591921209,lilac
JAMES,2017-06-01,2,19.517681086449205,daisy
POWELL,2017-01-22,3,39.903788141337344,gardenia
RICHARDS,2017-02-19,3,39.48705045649802,lilac
STONE,2017-07-22,4,41.9382701757059,iris
GONZALEZ,2017-08-14,2,39.96675665072468,gardenia
MILLS,2017-05-24,5,9.97530729279231,rose
MORRISON,2017-01-02,4,12.030218006803244,gardenia
ROGERS,2017-03-11,2,10.189389367040652,gardenia
MURPHY,2017-03-18,5,9.80803688785054,iris
ROBINSON,2017-05-29,1,40.298659647408655,lilac
RHODES,2017-01-07,5,40.1071388249119,carnation
CARROLL,2017-07-29,3,,tulip
KELLY,2017-06-04,4,9.474149144879881,daisy
SNYDER,2017-08-04,5,18.877603770381278,sunflower
REYNOLDS,2017-04-25,3,41.478611368512695,gardenia
MASON,2017-07-02,5,19.917732858165582,tulip
ROBINSON,2017-01-03,5,38.82266372962948,lilac
ORTIZ,2017-04-21,5,20.086883660435262,carnation
ROBINSON,2017-05-25,4,20.126000825035835,lilac
JORDAN,2017-01-06,4,9.31625019561859,carnation
PENA,2017-06-28,3,38.967503411677846,lilac
BURKE,2017-08-28,3,20.3814551149799,daffodil
EVANS,2017-03-24,5,21.012090536159842,daisy
RICE,2017-01-07,3,19.294549835928294,gerbera
BATES,2017-01-02,5,40.28037631562681,daisy
HOPKINS,2017-08-31,2,11.044370176450023,tulip
PETERS,2017-05-21,5,20.379008951214235,orchid
PERKINS,2017-05-19,4,9.854839924071136,iris
BROWN,2017-05-22,3,8.21143593021903,daffodil
REED,2017-04-22,4,18.842673863432275,gerbera
MILES,2017-03-17,5,10.588153375177606,daisy
CARTER,2017-07-03,5,41.748071306857355,jasmine
ROBINSON,2017-08-15,3,38.48833706375374,lilac
RODRIQUEZ,2017-08-20,3,19.092672690713986,carnation
BENNETT,2017-07-22,5,20.293769858556022,rose
RIVERA,2017-08-20,5,41.03370297862358,daffodil
ROSE,2017-08-06,3,18.857847692157776,gardenia
CALDWELL,2017-01-10,5,20.656427078954547,carnation
SILVA,2017-02-04,1,18.701793067714103,lilac
PENA,2017-08-17,5,39.689800604995526,lilac
RAMIREZ,2017-07-12,3,20.27861583111815,lilac
PALMER,2017-02-02,5,40.66489880510962,gardenia
MURRAY,2017-06-15,5,11.087979152767431,daffodil
ROBINSON,2017-05-28,5,19.386763367189875,lilac
LAWRENCE,2017-06-15,2,41.20332944736875,daffodil
THOMPSON,2017-05-07,5,39.681435096541335,tulip
BREWER,2017-04-22,4,19.779140057267778,carnation
CARLSON,2017-02-06,5,42.99631722334263,rose
BANKS,2017-06-28,1,40.86078626156316,orchid
MCDONALD,2017-01-10,4,22.2870250314345,tulip
MORGAN,2017-04-15,5,10.694375864487823,tulip
ROBINSON,2017-03-31,4,39.75823671114292,lilac
LEE,2017-07-25,5,,daffodil
ROBINSON,2017-02-15,5,39.144215791877876,lilac
HALE,2017-05-19,1,19.98889411418165,rose
WALKER,2017-02-23,2,19.837934302549293,gardenia
POWELL,2017-07-04,4,20.11682517476823,gardenia
ROBINSON,2017-05-18,5,40.102380890832826,lilac
STEWART,2017-07-19,4,19.722273447270336,tulip
HALE,2017-08-23,5,8.280981607273578,rose
MCCOY,2017-02-08,3,,sunflower
DANIELS,2017-01-25,5,21.389024174523165,rose
RICHARDS,2017-05-17,3,19.579736232777467,lilac
DANIELS,2017-01-30,4,21.799445538468248,rose
MARSHALL,2017-04-26,5,21.810628028530886,carnation
CARROLL,2017-06-07,4,20.05042767333889,tulip
DANIELS,2017-01-16,4,19.246844681260324,rose
OBRIEN,2017-06-26,2,10.284604305977789,sunflower
KING,2017-01-04,3,38.50324227180895,rose
GRIFFIN,2017-09-03,4,,iris
GARDNER,2017-01-21,2,10.761735089281366,gardenia
GORDON,2017-09-04,5,20.675018919564764,rose
ROBINSON,2017-03-22,5,39.906964911316514,lilac
MORALES,2017-01-01,5,19.17431665429791,jasmine
DAVIDSON,2017-01-14,5,21.534000947514258,sunflower
ROBINSON,2017-05-07,5,10.694869109753045,lilac
ROBINSON,2017-04-18,5,21.09204467832951,lilac
MOORE,2017-02-07,5,18.941808538310724,rose
CLARK,2017-03-10,3,,gardenia
MORALES,2017-03-23,4,11.051502932117154,jasmine
MAY,2017-05-31,3,9.125438981046608,rose
ROBINSON,2017-08-16,2,20.975911014938106,lilac
HARPER,2017-06-02,4,18.881858590903775,tulip
CARLSON,2017-03-28,5,18.631115594466316,rose
WOOD,2017-08-11,3,9.541772756962937,sunflower
GONZALES,2017-04-06,2,9.795142790517158,lilac
DUNN,2017-05-12,5,40.63167688360915,daffodil
PALMER,2017-08-27,3,18.29778733762777,gardenia
RICE,2017-02-12,4,19.802920158367574,gerbera
CALDWELL,2017-08-12,3,19.617544468767367,carnation
ROBINSON,2017-06-21,5,20.016600045283862,lilac
ROSE,2017-02-24,4,19.149593181101167,gardenia
MILLER,2017-05-21,3,20.674838848471875,daffodil
WOODS,2017-05-19,3,20.096969920351576,sunflower
DIXON,2017-05-18,3,40.031487535652396,gerbera
JOHNSTON,2017-05-14,5,10.779947755594964,orchid
WEAVER,2017-08-24,1,21.47187976673855,sunflower
MCKINNEY,2017-01-22,5,18.649521543554144,gardenia
ROBINSON,2017-02-17,5,21.37707319681946,lilac
ROBINSON,2017-06-01,5,19.726581347603027,lilac
ROBINSON,2017-07-10,1,39.772274751556914,lilac
BERRY,2017-08-30,4,39.27870401614798,iris
HOLMES,2017-08-02,3,19.18441024580818,rose
HOFFMAN,2017-01-16,2,38.77006384766891,sunflower
HUNTER,2017-04-02,2,11.278832725496676,rose
FERNANDEZ,2017-01-16,1,41.58632759449186,carnation
GARDNER,2017-02-03,3,20.021240716697804,gardenia
ROBINSON,2017-02-13,5,9.677565744517377,lilac
HOFFMAN,2017-04-05,4,17.742611132362214,sunflower
PRICE,2017-04-25,4,10.268818522654309,daisy
CURTIS,2017-04-21,3,40.86943983404197,sunflower
ROBINSON,2017-01-14,5,39.667489660918555,lilac
REYES,2017-01-30,4,20.3532827591497,rose
ROBINSON,2017-03-23,5,11.356416090193058,lilac
NEWMAN,2017-03-23,4,9.730491220633807,gerbera
CHAMBERS,2017-04-15,4,9.780960528126,gerbera
MITCHELL,2017-06-20,1,40.78253914408094,lilac
HARRISON,2017-05-21,1,21.797325353938312,orchid
HORTON,2017-01-02,1,19.37689141500159,tulip
PAYNE,2017-01-30,4,21.822358317118322,rose
HALE,2017-07-12,4,39.598060302595265,rose
KELLY,2017-02-28,4,19.806344377735154,daisy
ROBINSON,2017-06-21,5,40.60477811396738,lilac
DANIELS,2017-03-02,1,9.897293546703857,rose
ROBINSON,2017-07-24,5,40.4600184870818,lilac
PAYNE,2017-02-19,5,38.52928460274713,rose
ROBINSON,2017-08-29,4,9.930922200779158,lilac
ELLIS,2017-05-09,3,39.88225124235063,daisy
ROBINSON,2017-07-06,5,19.51073934633442,lilac
KING,2017-02-18,5,39.91810180808752,rose
ROBINSON,2017-04-01,5,40.351683462996135,lilac
HOWELL,2017-02-23,1,19.676439724023556,lilac
OWENS,2017-05-26,1,18.92178299320153,iris
RICHARDS,2017-07-13,3,21.57465466558677,lilac
HOLT,2017-03-24,3,20.54836673713625,gerbera
RAMOS,2017-01-10,3,39.493815809590664,orchid
CARLSON,2017-01-12,2,40.53197030302533,rose
LEWIS,2017-06-23,2,20.65649047587376,gerbera
WOOD,2017-08-13,1,20.481757984540366,sunflower
WILLIAMS,2017-01-23,5,39.40872492029388,daffodil
WATSON,2017-01-27,4,19.102188454141093,iris
WHEELER,2017-05-11,4,20.727667726071694,orchid
SANDERS,2017-08-03,4,37.986495464625584,daffodil
BAILEY,2017-02-16,2,41.2548545565496,rose
RUSSELL,2017-08-03,5,10.192468855041623,carnation
ALVAREZ,2017-01-17,3,20.676234877093503,orchid
SUTTON,2017-05-20,5,21.153612323685156,jasmine
ORTIZ,2017-04-23,1,20.52689842874012,carnation
HALE,2017-02-28,3,9.673019840479567,rose
GOMEZ,2017-06-08,4,10.871320599788058,tulip
BARNETT,2017-04-25,5,18.777073666555836,gardenia
SPENCER,2017-08-16,2,17.88893252661165,orchid
HUNTER,2017-05-16,5,40.21034396525123,rose
CALDWELL,2017-05-06,3,38.86768017281468,carnation
MORRIS,2017-03-21,2,10.698465189482716,rose
CALDWELL,2017-07-17,1,19.26228914944807,carnation
ORTIZ,2017-06-05,4,21.11403903915744,carnation
MILLS,2017-07-28,4,38.3913669677488,rose
JOHNSON,2017-08-29,5,21.175807885142248,daisy
BLACK,2017-04-12,4,39.80142620920674,tulip
BYRD,2017-02-01,4,39.13908700399853,gardenia
HOLLAND,2017-07-09,4,41.2368671997801,jasmine
BECK,2017-05-01,5,11.44543935150865,orchid
CALDWELL,2017-04-05,5,40.09155124945795,carnation
ROBINSON,2017-01-07,5,10.598514558605295,lilac
ROBINSON,2017-02-18,2,8.999600808313339,lilac
TURNER,2017-08-17,2,18.77146476419974,iris
CRAIG,2017-08-25,3,40.90236745302462,gardenia
BROOKS,2017-05-04,5,20.68471451687745,rose
SANDERS,2017-08-18,2,20.710239352872577,daffodil
MYERS,2017-07-16,4,39.68657183437991,gerbera
NGUYEN,2017-07-18,4,20.954869572879133,gerbera
ROBINSON,2017-01-09,5,17.912178362441317,lilac
SNYDER,2017-05-10,3,41.72214009489744,sunflower
ROBINSON,2017-02-18,5,39.33357524444564,lilac
PRICE,2017-08-16,1,19.308156856700386,daisy
ROBINSON,2017-08-17,5,10.173784126307721,lilac
ROBINSON,2017-01-01,3,10.067076142225387,lilac
ELLIS,2017-03-09,5,39.85628633906411,daisy
BAILEY,2017-04-14,4,20.109265894612427,rose
ROBINSON,2017-08-02,5,20.758678000620986,lilac
JACOBS,2017-04-11,5,40.504536579581064,carnation
WELCH,2017-04-05,1,9.179863659357514,daisy
STEVENS,2017-07-18,3,18.50814774104428,jasmine
ROBINSON,2017-06-13,3,38.02200926366295,lilac
ROBERTS,2017-06-13,4,19.046088328689756,tulip
ROBINSON,2017-03-21,5,39.348512814940975,lilac
JACOBS,2017-08-30,4,9.543406771178956,carnation
HOLMES,2017-01-20,4,8.279197859697513,rose
BELL,2017-06-29,1,41.236475334646435,gardenia
CASTRO,2017-05-10,5,20.591347711596416,gardenia
ROBINSON,2017-02-04,5,39.99420057247508,lilac
JACOBS,2017-01-31,5,39.9005058747402,carnation
RICHARDSON,2017-05-23,5,10.22015816330958,jasmine
MURRAY,2017-07-15,5,38.827656686517194,daffodil
WHEELER,2017-04-07,3,38.646486481020936,orchid
DAY,2017-03-06,3,39.184269734461594,orchid
SHELTON,2017-04-06,5,19.7635281206912,rose
STEWART,2017-05-09,3,9.335130508576272,tulip
CARPENTER,2017-05-18,3,20.381930676329098,sunflower
RAMOS,2017-02-20,5,39.48031310227434,orchid
ROBINSON,2017-03-08,3,19.0691775358897,lilac
CARLSON,2017-08-21,4,20.28944745205815,rose
HOLLAND,2017-07-02,4,38.48238364728062,jasmine
ROBINSON,2017-04-30,5,8.183829724414428,lilac
DOUGLAS,2017-05-22,3,39.546823022128706,daisy
MILLER,2017-07-28,5,10.738168610361956,daffodil
BUTLER,2017-04-22,2,39.640747653272285,tulip
ROBINSON,2017-08-11,5,20.69936422043128,lilac
DANIELS,2017-04-16,4,19.957283291012963,rose
BROWN,2017-05-15,5,20.555778929933307,daffodil
HARPER,2017-04-01,3,18.84390014750337,tulip
CASTILLO,2017-01-07,2,40.07595619706157,gardenia
ROBINSON,2017-01-09,4,19.963222679745492,lilac
ROBINSON,2017-04-08,5,41.93043774098565,lilac
GRAY,2017-04-08,3,19.719347023936592,gerbera
HUNTER,2017-07-09,1,21.353694767679368,rose
ROBINSON,2017-08-01,5,40.286412174998794,lilac
ORTIZ,2017-06-29,1,19.91593360487598,carnation
RAY,2017-05-31,5,40.23100153938566,jasmine
HUNTER,2017-07-04,2,8.86021906643558,rose
BANKS,2017-02-18,5,21.126801075458566,orchid
GRAY,2017-08-12,5,19.363362609116102,gerbera
ROBINSON,2017-01-31,5,7.839895366820082,lilac
FLEMING,2017-01-30,4,39.029086922608386,sunflower
SOTO,2017-01-31,5,19.65639643928566,lilac
JIMENEZ,2017-04-21,3,,tulip
HARPER,2017-01-01,4,20.6131187981319,tulip
HAMILTON,2017-03-17,5,21.149976386535844,lilac
ROBINSON,2017-03-18,5,20.849930284439758,lilac
ORTIZ,2017-03-16,1,20.41784456159898,carnation
MCCOY,2017-08-02,5,20.723903886362148,sunflower
RICHARDS,2017-06-15,2,19.44999025292047,lilac
HUDSON,2017-06-14,5,,gardenia
COLEMAN,2017-05-21,4,19.410005368504624,tulip
ROBINSON,2017-05-17,1,9.279992480738542,lilac
DANIELS,2017-05-30,3,40.001465136878316,rose
WARD,2017-02-25,5,39.77451603730314,gerbera
ROBINSON,2017-01-16,3,38.37367878854434,lilac
LYNCH,2017-06-18,4,20.42535575061928,daisy
ROBINSON,2017-01-04,5,9.86299681454357,lilac
HAYES,2017-08-27,1,19.09290703552334,jasmine
ROBINSON,2017-02-27,4,20.05600481235799,lilac
RUIZ,2017-04-01,1,40.89374610875696,iris
LYNCH,2017-05-25,5,20.117977455996794,daisy
MORRISON,2017-05-27,5,9.32704833536355,gardenia
LUCAS,2017-02-16,5,20.1294987992892,carnation
BROWN,2017-01-05,2,17.594668733256434,daffodil
LITTLE,2017-07-17,4,,gardenia
ROBINSON,2017-02-04,2,20.220777489796127,lilac
ROBINSON,2017-06-10,5,20.412006074697267,lilac
FERGUSON,2017-02-27,3,11.385748884397252,daffodil
GONZALES,2017-06-30,4,10.225101213692007,lilac
MORALES,2017-07-25,5,19.366468184314545,jasmine
BARNETT,2017-02-25,2,20.78949787856871,gardenia
HERRERA,2017-06-07,4,11.12881029492998,rose
MCKINNEY,2017-05-10,3,20.853671744538662,gardenia
ROBINSON,2017-02-09,4,17.386108580604482,lilac
HUNTER,2017-02-11,4,41.20688500025086,rose
SHAW,2017-06-11,3,11.086556982123154,sunflower
FERNANDEZ,2017-08-09,2,18.977940203605705,carnation
BURKE,2017-05-11,2,39.66946893073332,daffodil
ORTIZ,2017-07-16,1,41.96023315124583,carnation
MORGAN,2017-06-06,3,9.347733091904857,tulip
DANIELS,2017-04-17,5,19.939771503236127,rose
HALE,2017-06-27,3,40.085951137920325,rose
RICHARDSON,2017-08-05,5,38.66781017118827,jasmine
BELL,2017-06-07,3,19.04051901684216,gardenia
JOHNSTON,2017-02-11,5,19.18362579530438,orchid
GONZALES,2017-04-20,5,40.08323132732283,lilac
GARCIA,2017-01-05,2,40.60410439632272,tulip
FOX,2017-03-25,2,39.6234984907033,gerbera
GREENE,2017-04-12,4,41.09140945951411,rose
ROBINSON,2017-07-01,5,19.42861801292566,lilac
ROBINSON,2017-07-01,3,19.9367928714749,lilac
ROBINSON,2017-01-21,5,19.608366318928322,lilac
ROBINSON,2017-05-03,4,9.941338731217183,lilac
ROBINSON,2017-07-02,5,20.72017968607647,lilac
CRAWFORD,2017-01-17,5,20.71376533346084,carnation
ROBINSON,2017-07-12,5,19.135496246930515,lilac
GOMEZ,2017-03-23,1,39.676111836110714,tulip
WARD,2017-07-20,3,40.67193588314544,gerbera
DUNN,2017-04-18,1,19.696882144455355,daffodil
JOHNSTON,2017-07-12,5,19.204785889459508,orchid
GREEN,2017-01-15,3,20.95046676454461,daffodil
ROGERS,2017-06-20,2,40.73186622156254,gardenia
LARSON,2017-09-04,4,21.069429306746375,tulip
ALLEN,2017-07-01,4,19.858291576978104,rose
HORTON,2017-07-18,1,39.32233691142038,tulip
WHITE,2017-08-14,1,17.85213873107417,gardenia
ROBINSON,2017-01-12,1,39.5759265561809,lilac
CARROLL,2017-02-15,5,18.556155868260433,tulip
WILLIAMS,2017-03-25,3,39.1231581745192,daffodil
GUTIERREZ,2017-03-20,3,38.705259188525204,gerbera
ROBINSON,2017-03-29,4,17.501773195583038,lilac
ROBINSON,2017-01-28,4,,lilac
ROBINSON,2017-06-22,5,40.046326535867216,lilac
BURKE,2017-05-30,4,8.323360197384574,daffodil
RICE,2017-02-18,3,19.552498898381536,gerbera
MARTINEZ,2017-05-21,4,41.432332974792736,gardenia
ROBINSON,2017-07-03,4,10.01425747024187,lilac
ANDREWS,2017-06-08,2,20.22610849804412,orchid
BAILEY,2017-05-02,2,39.24600733360161,rose
GARZA,2017-08-13,5,38.95346066294632,daffodil
WEBB,2017-04-01,3,21.701424608419398,iris
GRAVES,2017-02-15,2,20.667256959021355,gerbera
CARROLL,2017-05-08,5,19.55089537556503,tulip
PERKINS,2017-07-26,3,20.086296320158993,iris
KING,2017-04-23,4,39.50811992126096,rose
ROBINSON,2017-05-24,5,39.62440224013677,lilac
MARSHALL,2017-05-06,3,38.61857427525246,carnation
HUDSON,2017-04-28,3,7.621566171200918,gardenia
DUNN,2017-07-14,3,20.275932523197252,daffodil
ROBINSON,2017-01-02,5,10.070531082144146,lilac
ROBINSON,2017-06-13,5,19.253301275676996,lilac
ROBINSON,2017-06-18,5,39.18466849361471,lilac
HILL,2017-05-19,3,17.977297425833665,daffodil
RAMOS,2017-07-08,1,10.239160236713586,orchid
CURTIS,2017-08-02,2,21.147575712619027,sunflower
ROBINSON,2017-03-16,5,22.06949841389647,lilac
MCCOY,2017-06-10,4,20.107706604507435,sunflower
RAMOS,2017-08-25,4,39.46329829945729,orchid
ROBINSON,2017-05-17,5,19.601682395033976,lilac
KNIGHT,2017-02-26,4,18.22666695326251,gardenia
HUNTER,2017-01-18,4,42.83199518751649,rose
ANDERSON,2017-03-25,2,10.067761463721538,daisy
JACOBS,2017-04-20,5,19.307921328707604,carnation
VASQUEZ,2017-06-25,4,37.76079022003587,gardenia
RHODES,2017-03-15,4,18.298755671597437,carnation
ROBINSON,2017-04-23,5,21.613492029195008,lilac
ROBINSON,2017-07-12,5,8.236668134635401,lilac
FLEMING,2017-06-28,3,11.169952633217822,sunflower
ROBINSON,2017-08-21,3,21.18647024500149,lilac
MENDOZA,2017-08-09,5,18.94886452018504,daisy
JACOBS,2017-06-24,4,39.99935439484211,carnation
CARROLL,2017-06-09,3,,tulip
SANDERS,2017-04-30,1,39.9276025955951,daffodil
DANIELS,2017-08-02,3,18.991206124557642,rose
HART,2017-07-30,1,19.206363026290955,gardenia
DANIELS,2017-08-05,2,38.09934673035294,rose
ROBINSON,2017-07-17,5,8.675060856683505,lilac
ROBINSON,2017-04-16,5,19.972334222709158,lilac
GRAHAM,2017-08-02,2,10.294101927481078,lilac
ROBINSON,2017-05-21,2,11.75598399352932,lilac
BATES,2017-07-03,3,38.88590619560963,daisy
ROBINSON,2017-06-04,4,38.84056227603225,lilac
FOX,2017-01-13,2,10.078326654004737,gerbera
HUNTER,2017-08-03,1,41.64732182762001,rose
ROBINSON,2017-06-07,5,39.00855501571081,lilac
CURTIS,2017-08-27,3,9.90538843568278,sunflower
ROBINSON,2017-07-17,5,40.39116482017209,lilac
HUNT,2017-08-22,4,19.550183959142593,gerbera
MORRISON,2017-03-01,5,20.07118941401848,gardenia
MORALES,2017-06-11,4,39.74625143474983,jasmine
ROBINSON,2017-01-03,2,41.53718994033743,lilac
HUDSON,2017-08-30,4,38.57885997750445,gardenia
OLSON,2017-03-21,4,40.38609528409458,lilac
MURRAY,2017-06-21,5,11.807844044715944,daffodil
ROBINSON,2017-03-02,2,40.56157314427975,lilac
ROBINSON,2017-07-30,5,10.640357968434348,lilac
ROBINSON,2017-05-29,1,39.53768710819649,lilac
FORD,2017-06-06,4,21.100522923889105,carnation
RYAN,2017-03-09,5,10.42452053489414,carnation
ROBINSON,2017-07-25,5,20.6727304057293,lilac
CARLSON,2017-02-06,3,18.890504056649892,rose
BISHOP,2017-01-26,4,9.919408543733034,sunflower
BENNETT,2017-04-26,3,20.36756375632163,rose
ROBINSON,2017-01-08,5,19.95581255766759,lilac
FREEMAN,2017-03-12,4,19.320466409881462,gerbera
HUNTER,2017-02-15,2,19.632809833030617,rose
CASTRO,2017-08-20,4,20.59462795295246,gardenia
ROBINSON,2017-03-20,4,21.083977056249545,lilac
COLEMAN,2017-02-06,2,20.26246348400157,tulip
CASTRO,2017-06-03,5,20.926613717748136,gardenia
ROBINSON,2017-01-11,5,39.85943694640198,lilac
NEAL,2017-09-03,3,39.21778553397339,iris
DANIELS,2017-08-29,5,20.954779835802942,rose
FREEMAN,2017-03-28,3,39.28486352623754,gerbera
EVANS,2017-04-05,1,38.54709851572177,daisy
REID,2017-07-12,1,39.580643005742445,jasmine
ROBINSON,2017-06-17,4,10.053403104085895,lilac
ROBINSON,2017-01-08,4,38.79857549025633,lilac
